koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff2,koi_ldm_coeff1,koi_model_snr,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_teq,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_tce_plnt_num,koi_time0,koi_time0_err1,koi_time0_err2,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_score,ExoplanetCandidate
16.451,15.077,14.404,14.049,12.794,0.022,12.11,0.018,11.956,0.022,3,526,4.730699,35.08392,0.952,0.3037,0.4224,43.7,132.60803,0.00126,-0.00126,1.11,0.07,-0.11,0.0293,0.047,0.377,-0.047,1.6999,0.0386,-0.0386,495.1,12.9,-12.9,2.549562652,3.743e-06,-3.743e-06,0.020119,0.000618,-0.000381,11.691,0.811,-0.811,89.77,682.0,3716.0,73.0,-83.0,4.74,0.056,-0.024,0.04,0.15,-0.15,0.506,0.031,-0.051,0.513,0.037,-0.045,0.002,19.5095073,8.3e-06,44.087735,8.6e-05,0.65,0.32,0.23,0.31,-0.00029,0.00016,-0.0002,0.00015,0.07,0.12,-0.05,0.1,0.09,0.11,0.07,0.12,-0.18,0.13,0.19,0.13,1,2454965.608,0.00126,-0.00126,0,0,0,0,50.9,11.06,-13.3,4.6501,0.32247,-1.46139,1.0,1
14.699,14.273,14.157,14.116,13.237,0.022,12.983,0.025,12.904,0.024,1,13,825.60876,2230.059,0.0594,0.3032,0.3147,3573.1,214.125128,0.000113,-0.000113,44.0,15.09,-5.01,0.4344,0.944,0.016,-0.013,17.8951,0.00922,-0.00922,72792.5,29.8,-29.8,101.26336282,1.453e-05,-1.453e-05,0.37945,0.011246,-0.008752,43.4912,0.0688,-0.0688,88.76,435.0,6309.0,169.0,-206.0,4.413,0.07,-0.21,-0.2,0.25,-0.3,1.062,0.364,-0.121,1.058,0.173,-0.129,0.0,19.361687609,9.9e-08,46.88995394,9.6e-07,0.0594,0.0036,0.0502,0.0034,-0.0065,0.007,0.0,0.01,0.004,0.067,-0.001,0.067,0.005,0.067,-0.053,0.068,0.058,0.07,0.079,0.07,1,2455047.125,0.000113,-0.000113,0,1,0,0,8.47,8.51,-2.64,0.15176,0.00024,-0.00014,0.0,0
16.096,15.662,15.522,15.462,14.564,0.029,14.246,0.044,14.178,0.068,1,3,35.402874,57.660034,0.6577,0.3124,0.2859,72.6,147.01058,0.00373,-0.00373,48.13,14.87,-5.94,0.2861,1.272,6.657,-0.09,7.892,0.126,-0.126,11969.0,188.0,-188.0,52.884577,0.001744,-0.001744,0.408862,6.640788,-0.082337,31.0,15.2,-15.2,87.65,555.0,6483.0,155.0,-233.0,4.42,0.067,-0.202,-0.28,0.25,-0.3,1.078,0.333,-0.133,1.114,0.161,-0.146,0.498,19.3601001,5.5e-06,37.941987,5.8e-05,-0.22,0.23,-0.08,0.21,0.0019,0.009,0.001,0.011,-0.06,0.12,-0.084,0.097,0.1,0.11,-0.05,0.13,-0.006,0.069,0.05,0.13,1,2454980.011,0.00373,-0.00373,0,1,0,0,22.44,19.82,-7.54,0.20238,1.98668,-0.02255,0.0,0
16.225,15.512,15.244,15.07,13.987,0.024,13.491,0.027,13.351,0.031,1,81,1298.961,8702.419,0.8937,0.2787,0.3888,3458.3,144.4526221,8.66e-05,-8.66e-05,93.94,8.24,-8.24,0.1066,1.368,0.011,-0.023,11.5142,0.00848,-0.00848,394232.0,168.0,-168.0,15.926990634,1.639e-06,-1.639e-06,1.323478,0.010167,-0.020623,19.921,0.105,-0.105,86.06,566.0,5191.0,156.0,-156.0,4.615,0.071,-0.044,-0.84,0.3,-0.3,0.65,0.057,-0.057,0.635,0.066,-0.028,0.0,19.729805847,3.3e-08,45.74151526,3e-07,0.0696,0.0012,-0.1611,0.0011,-0.1,6.3,-0.1,9.0,0.077,0.068,0.065,0.067,0.101,0.068,0.041,0.067,-0.052,0.068,0.066,0.068,1,2454977.453,8.66e-05,-8.66e-05,0,1,0,0,24.16,8.02,-6.36,0.58954,0.00312,-0.01249,0.0,0
15.221,13.79,13.093,12.697,11.503,0.026,10.848,0.025,10.638,0.016,1,218,5.574254,13.441343,0.9711,0.0338,0.7306,10.7,134.94868,0.00546,-0.00546,1.54,0.03,-0.09,0.05,0.903,0.071,-0.671,2.078,0.182,-0.182,298.4,33.8,-33.8,4.84505985,3.19e-05,-3.19e-05,0.019781,0.000658,-0.005056,8.49,4.2,-4.2,83.89,723.0,4337.0,77.0,-86.0,4.581,0.045,-0.009,0.36,0.1,-0.15,0.714,0.014,-0.041,0.709,0.027,-0.021,0.001,19.719458,1.3e-05,40.01233,0.00012,1.32,0.54,-0.1,0.45,-0.00042,0.00016,2e-05,0.00014,-0.05,0.46,-0.05,0.5,0.07,0.31,-0.05,0.51,-0.02,0.49,0.06,0.39,3,2454967.949,0.00546,-0.00546,0,0,0,0,64.57,7.45,-11.62,0.49339,5.13066,-0.35927,1.0,1
16.378,15.503,15.242,15.049,14.027,0.026,13.527,0.028,13.429,0.034,1,892,29.73987,184.90883,0.756,0.1496,0.5746,153.1,132.942717,0.00049,-0.00049,31.77,3.07,-2.76,0.0242,1.292,2.116,-0.13,3.096,0.0256,-0.0256,2773.7,21.6,-21.6,1.507761203,8.78e-07,-8.78e-07,0.35566,2.090475,-0.123266,2.015,0.992,-0.992,50.11,1301.0,5069.0,166.0,-151.0,4.53,0.058,-0.065,0.14,0.25,-0.3,0.818,0.079,-0.071,0.826,0.064,-0.071,0.0,19.92523,1.9e-06,41.666298,1.9e-05,-14.816,0.077,15.186,0.069,0.03577,0.00025,-0.03613,0.00028,-4.028,0.078,4.014,0.087,5.687,0.083,-4.121,0.072,4.454,0.075,6.068,0.074,1,2454965.943,0.00049,-0.00049,0,1,1,1,675.11,248.37,-176.26,0.06803,0.46911,-0.0097,0.0,0
15.785,15.331,15.201,15.155,14.268,0.024,13.95,0.028,13.97,0.06,1,58,3.3344278,10.344631,0.4702,0.302,0.319,12.9,150.5394,0.0119,-0.0119,1.91,0.61,-0.21,0.1696,0.398,0.063,-0.398,4.996,0.345,-0.345,294.0,26.9,-26.9,23.9107056,0.0004387,-0.0004387,0.015991,0.000574,-0.001226,34.2,10.6,-10.6,89.33,709.0,6338.0,172.0,-210.0,4.418,0.067,-0.202,-0.1,0.25,-0.3,1.091,0.353,-0.118,1.137,0.154,-0.154,0.03,19.701579,3.5e-05,49.83006,0.00036,-1.1,1.2,1.8,1.3,0.00025,0.00037,-0.00053,0.00041,0.21,0.48,0.36,0.71,0.41,0.66,0.06,0.47,0.4,0.72,0.41,0.71,1,2454983.539,0.0119,-0.0119,0,0,0,0,59.76,56.76,-18.22,1.32201,0.41126,-0.52296,0.98,1
12.768,12.137,11.966,11.901,10.947,0.021,10.552,0.016,10.501,0.018,1,273,3.559047,9.534516,0.8788,0.2329,0.4554,8.8,133.29167,0.00752,-0.00752,0.8,0.16,-0.22,0.0546,0.084,0.367,-0.084,1.902,0.251,-0.251,39.6,5.6,-5.6,4.8754765,3.976e-05,-3.976e-05,0.005681,0.000535,-0.000434,19.63,5.1,-5.1,89.75,1180.0,5513.0,169.0,-127.0,4.179,0.26,-0.14,0.07,0.25,-0.2,1.286,0.268,-0.358,0.911,0.11,-0.064,,19.311419,2.1e-05,38.29793,0.00031,-1.28,0.88,0.2,1.1,4.9e-05,3.6e-05,,,-0.5,0.67,-1.2,0.88,1.3,0.82,-0.61,0.66,-1.45,0.81,1.57,0.78,1,2454966.292,0.00752,-0.00752,0,0,0,0,458.62,297.05,-241.06,6.02172,1.57875,-5.95199,0.867,1
13.72,13.362,13.294,13.277,12.427,0.023,12.191,0.021,12.14,0.018,1,616,3.496879,7.883851,0.8377,0.311,0.2938,9.7,132.02972,0.00835,-0.00835,1.0,0.23,-0.26,0.0355,0.054,0.404,-0.054,2.063,0.273,-0.273,28.6,3.7,-3.7,2.17813954,2.491e-05,-2.491e-05,0.004946,0.000392,-0.000321,8.114,0.799,-0.799,89.62,2073.0,6511.0,175.0,-175.0,4.003,0.234,-0.126,-0.12,0.3,-0.25,1.851,0.428,-0.475,1.261,0.221,-0.181,0.0,19.251908,4e-05,47.39631,0.00038,-7.3,1.4,-3.7,1.4,0.000191,3.7e-05,0.000109,3.5e-05,-7.7,1.4,-1.6,1.1,7.9,1.4,-7.7,1.3,-1.2,1.0,7.8,1.4,1,2454965.03,0.00835,-0.00835,0,0,0,1,4372.75,2997.89,-2205.8,2.1303,0.2098,-2.08969,0.0,0
16.95,15.864,15.494,15.298,14.167,0.027,13.601,0.025,13.484,0.036,2,69,4.139928,10.125121,0.2659,0.426,0.2631,11.9,140.82932,0.00989,-0.00989,0.87,0.16,-0.21,0.1088,0.004,0.446,-0.004,4.125,0.315,-0.315,375.6,36.5,-36.5,18.9060921,0.0002361,-0.0002361,0.017734,0.00137,-0.000647,35.6,12.6,-12.6,89.99,336.0,3751.0,219.0,-219.0,4.813,0.104,-0.085,-0.24,0.15,-0.15,0.45,0.082,-0.11,0.479,0.065,-0.121,0.791,19.13697,3.6e-05,45.18019,0.00039,0.1,1.4,-0.6,1.4,0.0,0.00058,0.00022,0.00059,-0.85,0.78,-0.87,0.42,1.22,0.63,-0.9,0.65,-0.92,0.48,1.29,0.57,2,2454973.829,0.00989,-0.00989,0,0,0,0,3.03,2.29,-1.67,2.39508,0.84844,-1.0164,0.955,1
13.48,13.154,13.067,13.067,12.261,0.02,12.033,0.017,11.983,0.018,1,1010,3.0489588,10.710653,0.4332,0.3025,0.2923,5.0,132.0544581,,,0.96,0.2,-0.26,0.0248,0.413,,,3.4844,,,31.0,,,1.332567821,,,0.005219,0.0,0.0,2.761649,,,81.4,2395.0,6600.0,161.0,-181.0,4.047,0.234,-0.126,-0.4,0.3,-0.3,1.681,0.363,-0.444,1.148,0.196,-0.142,0.0,19.677019,1.7e-05,46.73733,0.00017,1.28,0.65,2.47,0.62,-3.5e-05,1.7e-05,-6.9e-05,1.7e-05,1.26,0.7,2.03,0.61,2.39,0.6,1.34,0.65,1.95,0.62,2.37,0.6,1,2454965.054,,,0,0,1,1,7802.17,4900.94,-4021.98,0.22438,0.0,0.0,0.0,0
13.869,13.497,13.413,13.371,12.511,0.021,12.22,0.021,12.16,0.021,2,150,4.349658,8.437453,0.0592,0.2949,0.3354,10.5,132.8253,0.0184,-0.0184,0.92,0.13,-0.2,0.078,0.454,0.519,-0.251,4.961,0.818,-0.818,40.5,5.8,-5.8,8.1134681,0.0001629,-0.0001629,0.005948,0.0006,-0.000364,11.24,4.4,-4.4,87.69,1127.0,6011.0,108.0,-132.0,4.123,0.195,-0.105,-0.3,0.15,-0.15,1.409,0.214,-0.294,0.963,0.075,-0.082,0.014,19.412954,2.8e-05,40.70299,0.00034,-2.1,1.2,1.0,1.2,9.6e-05,5.1e-05,-4.3e-05,5.4e-05,0.32,0.77,-0.81,0.79,0.87,0.96,0.41,0.8,-0.68,0.85,0.8,1.1,2,2454965.825,0.0184,-0.0184,0,0,0,0,381.27,161.95,-162.8,0.40808,0.63452,-0.39428,0.935,1
14.744,14.049,13.842,13.753,12.748,0.024,12.35,0.029,12.339,0.023,1,1643,4.092596,32.83322,0.9632,0.1828,0.5324,34.8,131.82536,0.00149,-0.00149,1.14,0.1,-0.06,0.0165,0.06,0.399,-0.06,1.4122,0.0501,-0.0501,173.5,6.2,-6.2,0.813166357,1.399e-06,-1.399e-06,0.011791,0.000561,-0.000217,4.482,0.526,-0.526,89.23,1693.0,5237.0,73.0,-84.0,4.5,0.048,-0.072,0.3,0.15,-0.15,0.887,0.073,-0.049,0.907,0.035,-0.043,0.338,19.1963694,8.9e-06,39.23053,0.0001,-0.19,0.37,-0.15,0.36,4.6e-05,5e-05,-1.5e-05,4.8e-05,-0.18,0.16,-0.01,0.15,0.18,0.16,-0.11,0.15,-0.03,0.15,0.11,0.15,1,2454964.825,0.00149,-0.00149,0,0,0,0,1945.44,463.14,-317.76,2.57532,0.30232,-0.92036,1.0,1
11.837,11.602,11.6,11.627,10.875,0.02,10.706,0.019,10.677,0.018,1,1005,4.3368354,9.873019,0.8134,0.3384,0.251,79.9,132.12985,0.00672,-0.00672,9.76,1.66,-3.08,0.0421,1.004,0.087,-0.018,16.791,0.364,-0.364,288.1,5.0,-5.0,2.32539968,1.535e-05,-1.535e-05,0.032816,0.076559,-0.011123,1.047,0.229,-0.229,16.63,2501.0,7046.0,168.0,-232.0,3.831,0.234,-0.108,0.1,0.2,-0.3,2.724,0.464,-0.861,1.834,0.177,-0.329,0.0,19.400816,2.3e-05,37.43476,0.00034,2.22,0.98,4.0,1.2,-2.05e-05,8.8e-06,-3.6e-05,1.1e-05,2.0,2.3,1.0,2.1,2.2,2.2,2.0,2.3,1.0,2.1,2.3,2.2,2,2454965.13,0.00672,-0.00672,1,0,0,0,9234.82,4664.22,-5456.68,0.00402,0.00088,-0.00011,0.0,0
12.282,11.944,11.868,11.872,11.05,0.021,10.83,0.021,10.792,0.011,2,132,5.192428,26.014545,0.5678,0.291,0.3469,24.1,135.55718,0.00311,-0.00311,1.59,0.29,-0.32,0.0937,0.571,0.364,-0.354,2.369,0.088,-0.088,114.6,5.3,-5.3,10.10463142,3.572e-05,-3.572e-05,0.010177,1.2e-05,-0.000668,27.16,9.9,-9.9,88.79,1046.0,6070.0,134.0,-122.0,4.157,0.168,-0.112,-0.08,0.15,-0.15,1.431,0.26,-0.285,1.072,0.113,-0.092,0.426,18.794384,1.3e-05,42.77552,0.00012,0.22,0.51,0.05,0.42,-4.5e-05,5.9e-05,1.5e-05,4.8e-05,0.34,0.29,0.15,0.25,0.37,0.32,0.24,0.32,0.35,0.25,0.43,0.32,2,2454968.557,0.00311,-0.00311,0,0,0,0,283.38,148.44,-115.82,3.71209,2.70166,-3.30316,1.0,1
15.977,15.443,15.31,15.183,14.408,0.033,14.016,0.036,13.902,0.058,1,21,164.7507,545.02,0.0028,0.302,0.319,488.5,156.45087,0.00019,-0.00019,50.33,16.97,-5.64,0.2543,1.173,0.096,-0.058,3.04001,0.00805,-0.00805,36830.1,89.2,-89.2,44.638983058,9.631e-06,-9.631e-06,0.445271,0.082243,-0.052104,94.71,3.0,-3.0,89.29,551.0,6197.0,194.0,-259.0,4.449,0.056,-0.224,-0.08,0.25,-0.3,1.035,0.349,-0.116,1.096,0.153,-0.153,0.0,19.53507436,5.9e-07,40.0729131,6.1e-06,-0.121,0.024,-0.493,0.022,-0.0004,0.0089,-0.007,0.012,0.025,0.068,-0.009,0.07,0.026,0.069,-0.046,0.071,-0.15,0.081,0.157,0.082,1,2454989.451,0.00019,-0.00019,0,1,0,0,21.86,22.36,-7.33,8.06543,0.25406,-0.18425,0.0,0
14.545,13.963,13.799,13.694,12.813,0.024,12.493,0.023,12.459,0.022,1,4,349.82742,661.25793,0.4891,0.2676,0.3928,687.5,228.840845,0.000201,-0.000201,44.91,12.44,-6.71,0.9348,1.179,0.2,-0.104,6.5468,0.0123,-0.0123,29988.7,51.2,-51.2,345.1846728,0.000104,-0.000104,0.423538,0.165435,-0.118156,321.3,25.1,-25.1,89.79,257.0,5712.0,169.0,-186.0,4.424,0.105,-0.18,-0.1,0.3,-0.3,0.971,0.269,-0.145,0.912,0.114,-0.091,0.0,19.11412587,5e-07,40.5284936,6.1e-06,0.159,0.021,-0.167,0.022,-0.0041,0.0046,0.0109,0.0061,0.145,0.096,-0.34,0.13,0.37,0.13,0.194,0.092,-0.129,0.07,0.233,0.086,1,2455061.841,0.000201,-0.000201,0,1,0,0,1.03,0.85,-0.38,5.26731,0.41076,-0.20238,0.0,0
11.398,11.495,11.645,11.717,11.125,0.02,11.108,0.017,11.099,0.014,1,4,6.5347366,9.717272,0.0588,0.2912,0.2291,12.1,458.7146,0.0533,-0.0533,4.07,1.23,-1.85,1.374,0.781,0.194,-0.564,8.2,1.8,-1.8,133.7,14.0,-14.0,371.17573,0.02868,-0.02868,0.011578,0.002257,-0.001432,222.3,88.3,-88.3,89.8,610.0,9030.0,251.0,-466.0,3.822,0.351,-0.162,0.07,0.15,-0.65,3.218,0.977,-1.466,2.505,0.299,-0.838,0.034,19.387756,2.2e-05,47.68325,0.00025,0.72,0.79,1.3,0.89,-8e-05,0.00011,-0.00016,0.00012,0.2,0.52,-0.1,1.8,0.22,0.83,0.38,0.52,0.0,1.8,0.38,0.56,2,2455291.715,0.0533,-0.0533,0,0,0,0,32.64,29.26,-24.81,1.50751,2.39447,-1.46701,0.598,1
14.238,13.892,13.847,13.83,13.012,0.022,12.79,0.031,12.723,0.022,1,10,4.123125,8.557238,0.7611,0.3195,0.2753,11.0,212.0311,0.0103,-0.0103,1.95,0.71,-0.23,0.5812,0.062,0.376,-0.062,5.808,0.333,-0.333,225.5,23.8,-23.8,142.703888,0.002266,-0.002266,0.013885,0.000689,-0.00105,190.0,17.3,-17.3,89.98,440.0,6701.0,161.0,-241.0,4.326,0.058,-0.217,-0.02,0.25,-0.35,1.289,0.463,-0.154,1.292,0.206,-0.187,0.789,19.312075,4.3e-05,49.7458,0.00045,0.9,1.5,-0.1,1.6,-0.00016,0.00031,4e-05,0.00033,0.53,0.99,-0.5,1.2,0.7,1.1,0.69,0.99,-0.5,1.2,0.9,1.1,1,2455045.031,0.0103,-0.0103,0,0,0,0,8.88,9.15,-2.94,6.36668,0.57995,-2.89666,0.919,1
16.329,15.441,15.171,15.025,13.945,0.03,13.428,0.032,13.313,0.036,1,7,6.0485888,10.540687,0.8676,0.1496,0.5746,12.5,229.75414,0.00929,-0.00929,3.71,0.32,-0.1,0.571,0.886,0.048,-0.663,5.276,0.282,-0.282,1857.0,177.0,-177.0,178.266978,0.002828,-0.002828,0.047601,0.006113,-0.009971,144.2,71.2,-71.2,89.65,241.0,4899.0,77.0,-87.0,4.624,0.007,-0.063,0.07,0.2,-0.15,0.713,0.062,-0.018,0.818,0.029,-0.053,0.085,19.1527535,6.4e-06,47.59875,0.0001,-0.02,0.23,1.78,0.36,-0.00036,0.0008,0.0006,0.0012,-0.29,0.21,-1.84,0.35,1.86,0.33,-0.46,0.34,0.94,0.35,1.05,0.43,1,2455062.754,0.00929,-0.00929,0,0,0,0,0.8,0.21,-0.09,1.78479,14.97892,-1.34385,0.803,1
13.199,12.729,12.571,12.503,11.63,0.02,11.324,0.016,11.272,0.02,1,711,12.449791,13.832259,0.9073,0.3017,0.3083,19.4,132.6958,0.0122,-0.0122,1.19,0.37,-0.13,0.0272,0.734,0.241,-0.489,5.08,0.349,-0.349,31.0,2.0,-2.0,1.89124453,1.932e-05,-1.932e-05,0.005493,0.001508,-0.000364,2.125,0.887,-0.887,69.79,2200.0,5850.0,175.0,-158.0,3.72,0.095,-0.176,-1.92,0.35,-0.05,1.977,0.626,-0.209,0.749,0.116,-0.008,0.0,19.355283,1.8e-05,37.89062,0.00026,-2.22,0.79,-1.49,0.92,6.2e-05,2.1e-05,4e-05,2.5e-05,-4.63,0.97,-1.1,1.3,4.8,1.1,-4.64,0.94,-1.3,1.3,4.8,1.1,1,2454965.696,0.0122,-0.0122,0,0,1,1,5537.41,5263.16,-1568.29,0.05077,0.08477,-0.04203,0.0,0
12.275,11.427,11.109,,11.254,0.022,11.0,0.023,10.956,0.018,1,153,3.6106873,11.1392765,0.4387,0.2916,0.3447,13.0,134.33731,0.00765,-0.00765,0.86,0.14,-0.15,0.0839,0.718,0.051,-0.507,2.995,0.229,-0.229,44.0,4.0,-4.0,8.95294046,8.727e-05,-8.727e-05,0.006519,0.001586,-0.000526,16.14,7.2,-7.2,87.45,1012.0,6047.0,120.0,-132.0,4.266,0.156,-0.104,-0.22,0.15,-0.15,1.207,0.191,-0.21,0.98,0.077,-0.07,0.0,19.884594,3.2e-05,41.25099,0.00029,2.0,1.3,-2.4,1.1,-9.9e-05,5.7e-05,0.000112,4.7e-05,0.8,1.5,-2.2,1.3,2.39,0.76,0.7,1.8,-2.3,1.5,2.4,1.0,1,2454967.337,0.00765,-0.00765,0,0,0,0,247.66,111.75,-92.96,0.99211,1.75851,-0.96683,1.0,1
15.796,15.276,15.113,15.009,14.21,0.032,13.766,0.035,13.705,0.05,1,1442,3.7744834,11.382366,0.4871,0.2965,0.3342,28.5,132.4211,0.00924,-0.00924,16.3,5.08,-2.03,0.0185,1.142,0.101,-0.167,7.023,0.53,-0.53,125.8,5.9,-5.9,0.93376962,7.856e-06,-7.856e-06,0.153052,0.101428,-0.140366,1.158,0.329,-0.329,9.31,1937.0,6056.0,181.0,-199.0,4.448,0.084,-0.196,-0.26,0.3,-0.3,0.975,0.304,-0.121,0.973,0.143,-0.117,0.0,19.52886,8.6e-05,47.50239,0.00078,-9.0,3.2,8.9,2.8,0.000173,6e-05,-0.000172,5.4e-05,1.88,0.55,1.13,0.67,2.19,0.58,1.85,0.53,1.1,0.67,2.15,0.55,1,2454965.421,0.00924,-0.00924,1,0,1,1,3343.62,3129.42,-1099.32,0.03366,0.00956,-0.01048,0.0,0
14.206,13.299,13.008,12.858,11.827,0.024,11.282,0.03,11.192,0.02,1,181,3.8165321,10.944285,0.8284,0.1466,0.5849,14.4,137.30085,0.00321,-0.00321,2.59,1.47,-1.46,0.0735,0.956,0.005,-0.663,1.723,0.11,-0.11,111.6,9.3,-9.3,7.28171395,2.914e-05,-2.914e-05,0.013154,0.000134,-0.003753,10.88,5.4,-5.4,84.96,1086.0,4970.0,164.0,-134.0,3.924,0.624,-0.336,0.32,0.1,-0.3,1.806,1.02,-1.02,0.996,0.213,-0.174,0.575,19.942505,3e-05,43.49847,0.00026,-0.6,1.2,-0.63,0.95,-3e-05,0.00012,5e-05,0.0001,0.42,0.59,0.49,0.64,0.64,0.46,0.13,0.57,0.09,0.59,0.16,0.45,1,2454970.301,0.00321,-0.00321,0,0,0,0,329.68,589.5,-273.7,0.4597,15.20675,-0.00276,1.0,1
16.568,15.833,15.58,15.469,14.474,0.026,14.068,0.031,13.938,0.049,1,684,3.3379552,10.601633,0.9973,0.2327,0.4526,12.4,133.13661,0.00985,-0.00985,0.9,0.2,-0.08,0.0266,0.109,0.363,-0.109,3.52,0.228,-0.228,125.1,12.0,-12.0,1.65546056,1.783e-05,-1.783e-05,0.010068,0.000758,-0.000477,3.656,0.664,-0.664,88.29,1331.0,5438.0,187.0,-187.0,4.574,0.027,-0.153,0.02,0.25,-0.3,0.82,0.181,-0.073,0.92,0.072,-0.108,0.0,19.84801,3.6e-05,42.9879,0.0004,6.2,1.4,-5.1,1.4,-0.00061,0.00014,0.00059,0.00014,3.01,0.5,-3.32,0.45,4.48,0.52,3.02,0.5,-3.2,0.46,4.4,0.53,1,2454966.137,0.00985,-0.00985,0,0,1,1,743.75,525.08,-207.15,0.33739,0.06126,-0.15565,0.0,0
14.059,13.562,13.424,13.387,12.496,0.021,12.185,0.022,12.106,0.021,1,1100,3.582108,17.250566,0.3933,0.2555,0.4191,21.6,132.20193,0.00243,-0.00243,1.05,0.16,-0.17,0.0193,0.243,0.224,-0.243,1.6172,0.0785,-0.0785,64.8,3.7,-3.7,0.935115863,2.631e-06,-2.631e-06,0.00738,0.000296,-0.0003,4.362,0.963,-0.963,86.81,2124.0,5874.0,79.0,-79.0,4.252,0.137,-0.112,0.16,0.15,-0.15,1.297,0.207,-0.207,1.096,0.078,-0.078,0.185,18.936142,1.7e-05,41.69927,0.0002,-0.58,0.69,0.47,0.71,2e-05,4.3e-05,-4.1e-05,4.5e-05,0.26,0.17,-0.42,0.23,0.5,0.21,0.18,0.18,-0.67,0.23,0.7,0.22,1,2454965.202,0.00243,-0.00243,0,0,0,0,4811.82,2013.65,-1592.53,1.79611,0.3963,-0.70764,0.975,1
16.513,15.494,15.135,14.971,13.875,0.026,13.255,0.024,13.16,0.031,3,41,4.049672,11.474611,0.3076,0.1082,0.627,14.1,141.4698,0.00767,-0.00767,1.5,0.1,-0.13,0.1459,0.45,0.501,-0.245,4.046,0.286,-0.286,458.0,35.2,-35.2,24.2101973,0.0002461,-0.0002461,0.019502,0.000555,-0.001462,41.8,15.3,-15.3,89.38,451.0,4650.0,125.0,-139.0,4.589,0.048,-0.028,-0.04,0.3,-0.3,0.706,0.046,-0.061,0.704,0.07,-0.058,0.062,19.050066,2.3e-05,41.33577,0.00028,-1.26,0.93,0.47,0.99,0.00066,0.00043,-0.00012,0.00047,-0.94,0.6,0.37,0.79,1.01,0.74,-0.83,0.57,0.53,0.96,0.98,0.86,2,2454974.47,0.00767,-0.00767,0,0,1,0,9.8,2.56,-2.56,2.36186,0.86416,-1.02145,0.4,0
15.242,14.762,14.636,14.551,13.684,0.025,13.394,0.024,13.392,0.04,3,79,3.5892227,9.3422165,0.863,0.2826,0.3729,10.9,137.5964,0.0152,-0.0152,1.62,0.25,-0.15,0.1297,0.533,0.018,-0.472,4.158,0.538,-0.538,178.5,18.3,-18.3,15.9868932,0.0002828,-0.0002828,0.012587,0.000161,-0.001423,25.3,7.1,-7.1,88.79,803.0,6049.0,72.0,-91.0,4.353,0.076,-0.114,0.16,0.15,-0.15,1.176,0.184,-0.107,1.14,0.068,-0.081,0.515,19.514191,2.7e-05,38.35817,0.0003,-0.6,1.2,-0.1,1.1,0.00016,0.00022,-3e-05,0.0002,-0.08,0.42,0.39,0.78,0.4,0.77,-0.02,0.41,0.42,0.79,0.42,0.78,2,2454970.596,0.0152,-0.0152,0,0,0,0,98.51,39.62,-21.9,1.19847,0.6701,-0.64968,0.989,1
15.847,15.235,15.047,14.929,13.981,0.026,13.644,0.03,13.62,0.036,1,297,18.698158,212.06973,0.072,0.2676,0.3928,99.5,169.973972,0.000733,-0.000733,5.39,1.6,-0.53,0.0535,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,4.583520948,4.18e-06,-4.18e-06,0.056287,0.001029,-0.000406,13.672,0.277,-0.277,89.81,1038.0,5815.0,157.0,-175.0,4.54,0.038,-0.212,-0.12,0.3,-0.3,0.877,0.26,-0.087,0.973,0.105,-0.126,0.012,19.9457993,1.6e-06,41.742703,1.7e-05,0.321,0.066,0.081,0.061,-0.00039,0.00033,-0.00028,0.00036,-0.03,0.069,-0.024,0.07,0.039,0.071,-0.072,0.074,-0.035,0.072,0.08,0.075,1,2455002.974,0.000733,-0.000733,0,0,0,0,274.98,239.18,-77.52,2.30111,0.04666,-0.51606,1.0,1
